order_item_id,order_id,product_id,quantity,unit_price
2389,3634,29,1,45303
2390,671,200,1,38685
2391,2953,42,2,21688
2392,1693,87,2,35506
2393,1848,76,4,13445
2394,2471,23,2,3737
2395,3883,12,3,12106
2396,1633,36,1,30561
2397,4639,85,1,36648
2398,3810,113,1,10497
2399,4402,37,5,26800
2400,1293,179,5,48741
2401,1629,65,1,6953
2402,3266,57,5,31572
2403,4771,157,5,6347
2404,1151,189,1,5647
2405,4328,3,1,23713
2406,891,34,3,40017
2407,216,147,3,43058
2408,4208,158,3,44236
2409,2074,94,4,47507
2410,2886,177,5,10206
2411,1005,103,5,35913
2412,4928,66,4,48044
2413,2498,120,1,47115
2414,286,175,5,29598
2415,4386,137,4,8464
2416,3456,152,2,39621
2417,499,122,3,21804
2418,1682,149,4,30353
2419,1998,39,1,6630
2420,4880,84,1,30502
2421,397,23,5,3737
2422,3845,170,3,6241
2423,1369,118,5,48237
2424,380,126,4,5942
2425,2287,136,4,46222
2426,17,161,4,9221
2427,594,124,3,34741
2428,1355,101,5,12724
2429,1156,141,1,46532
2430,888,17,5,45975
2431,1015,142,4,22190
2432,3927,73,4,47240
2433,479,126,3,5942
2434,3919,46,3,41739
2435,4295,13,2,26139
2436,1248,2,4,15797
2437,991,179,3,48741
2438,2492,93,4,45858
2439,3216,178,3,47568
2440,1917,11,1,24343
2441,941,58,4,32656
2442,3695,160,1,21740
2443,4590,19,5,25110
2444,3,134,4,28499
2445,3112,88,3,46597
2446,4910,200,1,38685
2447,2809,194,5,3688
2448,399,59,3,42458
2449,3583,12,4,12106
2450,40,123,5,44973
2451,1125,70,1,26772
2452,4641,9,4,30944
2453,232,93,5,45858
2454,388,90,1,9165
2455,954,81,4,2528
2456,1990,153,3,14263
2457,724,105,2,34559
2458,714,160,5,21740
2459,889,76,4,13445
2460,4231,109,3,43810
2461,1179,57,3,31572
2462,3393,165,5,38343
2463,769,157,2,6347
2464,367,164,4,38160
2465,714,150,5,20032
2466,3732,99,5,37869
2467,4333,66,1,48044
2468,3660,161,4,9221
2469,806,1,1,21124
2470,2581,17,1,45975
2471,3879,89,5,13038
2472,4169,77,2,41568
2473,1635,38,3,49840
2474,8,196,1,24583
2475,3141,19,2,25110
2476,1658,60,5,8409
2477,4325,175,4,29598
2478,4129,63,1,24967
2479,1020,144,5,17561
2480,4867,33,4,17438
2481,1309,183,5,47927
2482,641,146,1,19865
2483,1274,139,5,30435
2484,3559,45,4,38036
2485,118,96,2,47696
2486,2308,50,2,43611
2487,1549,54,5,27912
2488,4631,34,3,40017
2489,3726,24,3,9686
2490,1742,13,4,26139
2491,4717,7,5,31920
2492,4573,12,1,12106
2493,1730,37,1,26800
2494,1876,159,2,4570
2495,4326,1,5,21124
2496,4977,38,2,49840
2497,4071,106,3,47164
2498,4768,165,1,38343
2499,3493,88,2,46597
2500,4202,10,5,27177
2501,1141,21,5,12513
2502,3861,111,1,20070
2503,472,29,2,45303
2504,1404,86,2,29608
2505,1545,178,1,47568
2506,78,10,4,27177
2507,4963,187,1,27280
2508,4893,65,4,6953
2509,4077,48,1,19677
2510,4116,76,2,13445
2511,840,190,2,33404
2512,3918,172,3,39428
2513,4926,162,4,1347
2514,1135,59,1,42458
2515,2482,123,1,44973
2516,380,63,3,24967
2517,3687,48,2,19677
2518,3434,185,1,27029
2519,1524,191,1,7520
2520,4037,62,5,11477
2521,3556,62,1,11477
2522,908,80,4,11540
2523,3076,175,2,29598
2524,3821,37,3,26800
2525,2346,64,3,3472
2526,994,121,5,22780
2527,706,93,3,45858
2528,2059,177,1,10206
2529,4271,68,4,48557
2530,902,199,4,23795
2531,4774,157,4,6347
2532,628,39,5,6630
2533,4870,25,5,41213
2534,738,51,4,20585
2535,4387,167,1,48120
2536,2417,117,4,41022
2537,4390,81,3,2528
2538,3894,149,3,30353
2539,4941,93,1,45858
2540,1858,32,3,19540
2541,4567,193,2,46868
2542,1254,66,5,48044
2543,4655,80,5,11540
2544,3819,132,2,45375
2545,2259,185,4,27029
2546,1050,48,1,19677
2547,1496,80,4,11540
2548,4495,46,3,41739
2549,3703,36,5,30561
2550,516,70,5,26772
2551,2202,140,3,37428
2552,2843,182,4,13435
2553,2108,161,3,9221
2554,4997,67,3,36657
2555,3039,13,2,26139
2556,4218,177,2,10206
2557,569,24,3,9686
2558,3405,178,2,47568
2559,1628,196,2,24583
2560,645,48,4,19677
2561,1455,16,5,32874
2562,3859,39,5,6630
2563,1740,47,3,5913
2564,4081,142,3,22190
2565,3585,28,1,27305
2566,535,170,3,6241
2567,2985,145,5,40987
2568,3825,4,4,34739
2569,380,155,5,47628
2570,4650,154,3,23721
2571,636,137,3,8464
2572,632,155,4,47628
2573,4484,141,3,46532
2574,458,200,4,38685
2575,4166,47,4,5913
2576,2563,32,1,19540
2577,2337,57,3,31572
2578,4839,192,1,16038
2579,1649,138,4,16853
2580,2949,135,3,45042
2581,2695,99,4,37869
2582,1827,166,3,43899
2583,4235,4,2,34739
2584,2886,66,2,48044
2585,1077,173,5,34022
2586,3663,27,5,29914
2587,4736,77,5,41568
2588,4643,49,5,47840
2589,959,200,1,38685
2590,806,185,2,27029
2591,4927,190,4,33404
2592,3220,51,4,20585
2593,3776,146,1,19865
2594,4735,82,3,18139
2595,4719,119,3,37787
2596,2676,114,2,8324
2597,817,64,1,3472
2598,1736,166,1,43899
2599,3065,50,4,43611
2600,3786,64,2,3472
2601,1891,153,3,14263
2602,3037,15,1,34947
2603,531,24,2,9686
2604,4305,30,4,40401
2605,4038,177,3,10206
2606,2425,72,5,49906
2607,3735,159,3,4570
2608,1424,195,3,7021
2609,999,44,2,40935
2610,1618,153,3,14263
2611,3950,7,1,31920
2612,2186,131,5,13116
2613,1039,87,2,35506
2614,4078,170,3,6241
2615,1827,25,5,41213
2616,4620,200,5,38685
2617,4072,151,2,10566
2618,830,64,3,3472
2619,4871,147,1,43058
2620,2181,143,1,35742
2621,3899,193,5,46868
2622,1248,132,5,45375
2623,4387,149,1,30353
2624,2032,131,5,13116
2625,2320,131,4,13116
2626,592,12,1,12106
2627,447,43,2,40356
2628,2699,64,3,3472
2629,156,196,3,24583
2630,1850,49,5,47840
2631,4362,85,2,36648
2632,786,132,3,45375
2633,3255,192,3,16038
2634,3617,161,2,9221
2635,4765,1,1,21124
2636,3288,117,2,41022
2637,3513,135,2,45042
2638,4686,158,3,44236
2639,1450,14,3,46798
2640,2887,134,3,28499
2641,1608,95,2,41516
2642,3266,161,4,9221
2643,4244,151,2,10566
2644,2886,10,1,27177
2645,1697,167,1,48120
2646,2069,41,1,46025
2647,4136,197,5,14026
2648,1370,59,4,42458
2649,3455,143,5,35742
2650,1861,53,2,6061
2651,1738,188,4,30022
2652,1926,45,5,38036
2653,3839,144,3,17561
2654,2091,157,1,6347
2655,3674,25,3,41213
2656,1534,64,2,3472
2657,2562,183,5,47927
2658,862,24,2,9686
2659,687,55,3,7553
2660,2375,45,2,38036
2661,3985,54,5,27912
2662,4181,108,4,43503
2663,2909,123,2,44973
2664,2943,117,2,41022
2665,3278,186,4,1530
2666,797,150,1,20032
2667,32,160,1,21740
2668,3640,33,5,17438
2669,2251,112,3,28351
2670,2675,90,1,9165
2671,966,29,5,45303
2672,102,191,2,7520
2673,4476,174,4,25034
2674,4236,103,4,35913
2675,573,73,5,47240
2676,1151,193,4,46868
2677,2743,66,1,48044
2678,4298,38,5,49840
2679,4360,83,2,23640
2680,823,27,3,29914
2681,3652,66,3,48044
2682,3297,112,3,28351
2683,4567,182,5,13435
2684,4847,13,2,26139
2685,1587,43,2,40356
2686,2388,15,3,34947
2687,1650,102,1,3344
2688,3517,152,3,39621
2689,4249,191,5,7520
2690,2004,146,2,19865
2691,639,113,2,10497
2692,1283,11,1,24343
2693,181,187,3,27280
2694,506,95,1,41516
2695,689,132,4,45375
2696,3802,59,1,42458
2697,2020,132,4,45375
2698,4705,55,2,7553
2699,2209,27,3,29914
2700,3472,84,2,30502
2701,1502,17,1,45975
2702,1731,5,1,17897
2703,358,77,4,41568
2704,4777,197,1,14026
2705,4350,136,2,46222
2706,222,137,4,8464
2707,238,198,2,28671
2708,3439,159,1,4570
2709,374,55,4,7553
2710,1944,85,3,36648
2711,3671,171,4,6316
2712,314,39,4,6630
2713,807,195,4,7021
2714,3147,4,1,34739
2715,4621,66,1,48044
2716,4690,76,5,13445
2717,218,91,1,13372
2718,431,2,3,15797
2719,131,79,1,223
2720,4844,54,1,27912
2721,233,172,5,39428
2722,4274,62,5,11477
2723,3171,189,1,5647
2724,4092,187,3,27280
2725,3656,135,3,45042
2726,2606,149,2,30353
2727,1522,127,3,43187
2728,4791,191,1,7520
2729,3255,177,5,10206
2730,4559,94,4,47507
2731,3583,51,1,20585
2732,428,30,3,40401
2733,4959,114,3,8324
2734,3487,131,4,13116
2735,4209,88,1,46597
2736,2215,180,5,19373
2737,1189,54,1,27912
2738,79,105,4,34559
2739,2392,49,1,47840
2740,2570,117,3,41022
2741,4951,147,1,43058
2742,1734,154,2,23721
2743,4868,156,2,25003
2744,2807,188,5,30022
2745,4501,119,3,37787
2746,655,189,5,5647
2747,3916,63,4,24967
2748,61,27,2,29914
2749,3163,28,1,27305
2750,1177,139,2,30435
2751,2886,158,3,44236
2752,3340,189,3,5647
2753,204,169,5,26889
2754,3265,63,4,24967
2755,3397,149,4,30353
2756,1987,165,3,38343
2757,868,166,3,43899
2758,2059,148,2,9790
2759,1609,69,5,15361
2760,2649,158,1,44236
2761,341,113,2,10497
2762,843,14,2,46798
2763,3224,88,1,46597
2764,19,99,1,37869
2765,735,11,1,24343
2766,2488,120,2,47115
2767,3578,67,2,36657
2768,1647,174,2,25034
2769,3188,90,3,9165
2770,4174,199,5,23795
2771,4751,114,1,8324
2772,1842,111,1,20070
2773,3714,66,3,48044
2774,3325,73,1,47240
2775,579,173,4,34022
2776,3684,102,1,3344
2777,2483,5,2,17897
2778,210,150,3,20032
2779,2125,57,2,31572
2780,2606,169,5,26889
2781,4356,139,1,30435
2782,2806,14,4,46798
2783,3267,119,3,37787
2784,3042,159,5,4570
2785,2117,39,4,6630
2786,1877,72,1,49906
2787,1622,47,1,5913
2788,3445,145,5,40987
2789,1433,135,1,45042
2790,2452,13,1,26139
2791,202,165,4,38343
2792,4573,143,2,35742
2793,1258,48,1,19677
2794,888,5,5,17897
2795,772,171,3,6316
2796,3158,46,1,41739
2797,3569,63,1,24967
2798,4361,59,4,42458
2799,4532,20,5,39766
2800,2581,176,3,23711
2801,125,88,4,46597
2802,4985,47,1,5913
2803,1368,128,5,42359
2804,1153,80,3,11540
2805,3943,62,5,11477
2806,1182,62,1,11477
2807,780,77,2,41568
2808,3286,65,3,6953
2809,2628,106,1,47164
2810,3652,110,1,31211
2811,2823,73,5,47240
2812,886,27,2,29914
2813,1467,23,5,3737
2814,3855,164,4,38160
2815,1342,124,1,34741
2816,916,157,2,6347
2817,4516,59,3,42458
2818,718,39,5,6630
2819,1402,59,2,42458
2820,2268,61,4,24073
2821,2840,95,4,41516
2822,205,118,5,48237
2823,3253,104,4,30652
2824,4061,36,2,30561
2825,2862,143,3,35742
2826,182,43,5,40356
2827,254,28,1,27305
2828,3354,33,3,17438
2829,3231,163,5,38101
2830,1544,113,2,10497
2831,2076,6,3,48977
2832,2846,199,5,23795
2833,285,197,3,14026
2834,3413,200,3,38685
2835,1129,141,5,46532
2836,2213,200,1,38685
2837,765,130,1,37055
2838,2441,107,5,42663
2839,2268,161,1,9221
2840,4282,36,5,30561
2841,353,49,4,47840
2842,886,169,3,26889
2843,1306,125,1,32655
2844,2708,26,3,31673
2845,1858,168,1,45051
2846,2478,35,5,44784
2847,1058,7,3,31920
2848,1463,166,5,43899
2849,188,176,5,23711
2850,1773,132,2,45375
2851,3246,167,1,48120
2852,1428,79,1,223
2853,2718,74,4,31216
2854,2813,95,3,41516
2855,250,33,1,17438
2856,3783,171,1,6316
2857,4966,91,3,13372
2858,1683,15,4,34947
2859,1675,77,1,41568
2860,3802,56,4,28306
2861,932,83,2,23640
2862,1993,6,2,48977
2863,971,82,2,18139
2864,2175,47,4,5913
2865,4847,10,5,27177
2866,4973,180,4,19373
2867,2983,75,2,47767
2868,2950,85,2,36648
2869,33,152,1,39621
2870,2846,31,5,44956
2871,973,184,2,44788
2872,1822,34,3,40017
2873,2897,148,4,9790
2874,3277,74,2,31216
2875,1331,197,4,14026
2876,767,23,1,3737
2877,4720,72,2,49906
2878,4520,177,2,10206
2879,4798,95,5,41516
2880,4939,5,2,17897
2881,808,183,2,47927
2882,2019,43,3,40356
2883,1810,169,5,26889
2884,2711,109,3,43810
2885,373,16,4,32874
2886,1951,39,5,6630
2887,602,103,2,35913
2888,4950,74,3,31216
2889,3002,194,4,3688
2890,3457,168,3,45051
2891,2475,8,1,43585
2892,117,95,4,41516
2893,2474,135,2,45042
2894,2106,26,3,31673
2895,3836,135,1,45042
2896,3808,72,4,49906
2897,3842,150,3,20032
2898,104,131,5,13116
2899,1015,17,2,45975
2900,4572,179,5,48741
2901,1535,168,1,45051
2902,1915,71,4,7105
2903,572,4,3,34739
2904,2407,73,1,47240
2905,4760,60,2,8409
2906,1495,139,3,30435
2907,2015,7,3,31920
2908,3605,87,1,35506
2909,3008,98,2,4678
2910,619,25,4,41213
2911,544,83,3,23640
2912,4256,56,4,28306
2913,4209,51,4,20585
2914,39,54,3,27912
2915,3977,187,3,27280
2916,1260,112,3,28351
2917,4795,143,2,35742
2918,2567,56,3,28306
2919,1624,19,5,25110
2920,492,144,2,17561
2921,1732,79,2,223
2922,1045,170,3,6241
2923,161,123,4,44973
2924,4086,121,5,22780
2925,374,51,1,20585
2926,3494,193,3,46868
2927,4092,196,1,24583
2928,2281,64,5,3472
2929,2253,120,3,47115
2930,3188,34,3,40017
2931,2949,21,2,12513
2932,685,126,2,5942
2933,3392,29,2,45303
2934,1837,50,4,43611
2935,4323,1,1,21124
2936,1446,6,2,48977
2937,2398,154,1,23721
2938,4919,193,3,46868
2939,4567,132,5,45375
2940,1754,89,5,13038
2941,3479,11,2,24343
2942,1231,7,1,31920
2943,4895,45,3,38036
2944,4921,159,2,4570
2945,2794,179,5,48741
2946,682,133,5,38795
2947,204,136,2,46222
2948,901,117,2,41022
2949,225,196,4,24583
2950,2898,168,1,45051
2951,4513,56,1,28306
2952,4215,100,5,32532
2953,191,119,1,37787
2954,1467,41,2,46025
2955,4970,46,3,41739
2956,1393,168,4,45051
2957,4368,158,4,44236
2958,483,122,4,21804
2959,4446,142,2,22190
2960,1562,183,1,47927
2961,986,53,4,6061
2962,3250,4,4,34739
2963,2220,24,4,9686
2964,177,97,5,46888
2965,1975,108,1,43503
2966,1443,112,2,28351
2967,143,80,3,11540
2968,2985,128,4,42359
2969,718,96,5,47696
2970,4198,57,3,31572
2971,4123,183,5,47927
2972,110,146,5,19865
2973,4654,20,4,39766
2974,516,32,4,19540
2975,4102,186,5,1530
2976,1095,153,2,14263
2977,4418,161,5,9221
2978,48,27,1,29914
2979,2638,33,1,17438
2980,1140,53,3,6061
2981,501,56,4,28306
2982,2841,66,3,48044
2983,3789,12,5,12106
2984,2121,33,2,17438
2985,2597,82,2,18139
2986,3797,37,4,26800
2987,2447,59,1,42458
2988,4028,121,1,22780
2989,1384,96,3,47696
2990,4696,155,1,47628
2991,1765,77,1,41568
2992,2836,26,5,31673
2993,1343,83,1,23640
2994,1502,155,3,47628
2995,3497,41,2,46025
2996,1344,196,3,24583
2997,2424,31,5,44956
2998,4787,125,5,32655
2999,2972,159,2,4570
3000,827,179,3,48741
3001,4110,200,1,38685
3002,2661,35,5,44784
3003,2284,149,3,30353
3004,4465,31,4,44956
3005,4207,166,2,43899
3006,2926,163,5,38101
3007,635,3,5,23713
3008,2212,97,4,46888
3009,4247,140,4,37428
3010,2546,42,2,21688
3011,4115,31,5,44956
3012,2333,153,4,14263
3013,3342,7,5,31920
3014,2777,23,2,3737
3015,3662,159,1,4570
3016,252,191,3,7520
3017,58,121,5,22780
3018,741,69,1,15361
3019,603,191,5,7520
3020,1289,149,3,30353
3021,4443,13,2,26139
3022,4978,127,3,43187
3023,1160,124,2,34741
3024,2175,198,1,28671
3025,1931,114,1,8324
3026,3129,54,1,27912
3027,1266,44,2,40935
3028,3014,133,2,38795
3029,1461,45,5,38036
3030,208,49,2,47840
3031,4023,55,4,7553
3032,2560,57,3,31572
3033,17,64,3,3472
3034,2160,27,2,29914
3035,4271,104,4,30652
3036,4119,145,1,40987
3037,3632,65,5,6953
3038,826,112,1,28351
3039,4739,77,2,41568
3040,4036,157,3,6347
3041,3127,136,3,46222
3042,3371,71,1,7105
3043,849,57,2,31572
3044,3874,192,4,16038
3045,305,45,3,38036
3046,2102,117,1,41022
3047,4666,72,4,49906
3048,4854,143,4,35742
3049,590,76,1,13445
3050,4705,188,3,30022
3051,2366,111,5,20070
3052,3668,6,2,48977
3053,3540,20,3,39766
3054,3150,98,2,4678
3055,2678,178,5,47568
3056,2011,95,1,41516
3057,3231,181,3,49961
3058,793,187,3,27280
3059,1376,193,3,46868
3060,1250,8,1,43585
3061,4498,62,2,11477
3062,3353,150,5,20032
3063,232,78,2,18763
3064,2470,193,5,46868
3065,3649,153,3,14263
3066,132,110,5,31211
3067,1915,96,5,47696
3068,326,14,3,46798
3069,1009,29,5,45303
3070,1018,138,2,16853
3071,2061,155,3,47628
3072,832,74,4,31216
3073,1164,149,2,30353
3074,109,34,1,40017
3075,4668,107,1,42663
3076,3422,44,5,40935
3077,4657,199,1,23795
3078,192,55,3,7553
3079,3362,153,1,14263
3080,729,62,1,11477
3081,4322,140,1,37428
3082,1726,27,2,29914
3083,1708,93,3,45858
3084,3606,158,1,44236
3085,1741,87,1,35506
3086,3494,54,3,27912
3087,2358,5,2,17897
3088,1905,172,3,39428
3089,4280,144,1,17561
3090,4000,125,5,32655
3091,571,77,2,41568
3092,1089,98,4,4678
3093,3015,128,3,42359
3094,2170,86,3,29608
3095,3498,110,1,31211
3096,2527,107,2,42663
3097,1231,108,3,43503
3098,1774,48,5,19677
3099,4189,10,4,27177
3100,1203,184,1,44788
3101,625,198,5,28671
3102,3485,81,1,2528
3103,2906,115,1,12955
3104,218,42,2,21688
3105,185,10,2,27177
3106,2978,33,5,17438
3107,233,3,1,23713
3108,782,161,2,9221
3109,4028,59,3,42458
3110,2239,133,2,38795
3111,238,8,5,43585
3112,857,17,4,45975
3113,2348,87,2,35506
3114,1864,61,1,24073
3115,3966,23,4,3737
3116,1855,190,3,33404
3117,470,85,1,36648
3118,1563,17,5,45975
3119,1119,15,5,34947
3120,450,169,3,26889
3121,93,160,3,21740
3122,4802,111,1,20070
3123,1103,84,3,30502
3124,1134,60,3,8409
3125,1456,77,4,41568
3126,4914,10,3,27177
3127,3064,23,1,3737
3128,562,76,3,13445
3129,3116,149,3,30353
3130,1428,12,5,12106
3131,4232,22,5,2765
3132,2691,12,4,12106
3133,1926,193,3,46868
3134,1118,167,2,48120
3135,4216,116,3,44827
3136,2655,143,5,35742
3137,4162,146,3,19865
3138,4224,123,4,44973
3139,3247,113,5,10497
3140,2239,79,4,223
3141,1833,190,2,33404
3142,2725,123,2,44973
3143,442,90,2,9165
3144,3840,144,4,17561
3145,1949,110,2,31211
3146,1842,187,2,27280
3147,4418,190,3,33404
3148,810,33,5,17438
3149,4735,57,1,31572
3150,4225,72,3,49906
3151,2861,70,3,26772
3152,2128,10,3,27177
3153,2019,126,2,5942
3154,3243,27,2,29914
3155,4323,70,2,26772
3156,2625,148,1,9790
3157,526,65,3,6953
3158,3389,192,5,16038
3159,2869,173,4,34022
3160,2193,3,1,23713
3161,3337,59,4,42458
3162,1272,5,4,17897
3163,3829,100,3,32532
3164,784,93,5,45858
3165,1910,57,2,31572
3166,2877,152,1,39621
3167,1999,116,2,44827
3168,4168,128,5,42359
3169,3523,181,2,49961
3170,815,79,4,223
3171,674,156,2,25003
3172,4265,94,1,47507
3173,2817,148,3,9790
3174,4141,165,1,38343
3175,4165,64,3,3472
3176,4574,108,1,43503
3177,4703,20,2,39766
3178,3227,37,3,26800
3179,3889,139,1,30435
3180,3214,65,3,6953
3181,2553,139,2,30435
3182,2653,26,3,31673
3183,2418,127,1,43187
3184,587,165,2,38343
3185,1348,7,4,31920
3186,1693,135,2,45042
3187,566,100,2,32532
3188,1529,105,3,34559
3189,4781,161,2,9221
3190,2031,160,5,21740
3191,512,25,4,41213
3192,4596,195,5,7021
3193,2709,4,4,34739
3194,2245,55,1,7553
3195,3983,163,3,38101
3196,2962,100,2,32532
3197,715,179,3,48741
3198,2330,6,3,48977
3199,2176,81,1,2528
3200,3871,38,2,49840
3201,2324,159,4,4570
3202,4058,15,1,34947
3203,648,143,3,35742
3204,211,80,5,11540
3205,584,184,5,44788
3206,719,86,4,29608
3207,1679,171,5,6316
3208,1950,119,1,37787
3209,2063,85,2,36648
3210,923,140,4,37428
3211,2196,138,3,16853
3212,119,152,4,39621
3213,1477,134,2,28499
3214,556,24,3,9686
3215,2151,195,4,7021
3216,273,74,4,31216
3217,1737,137,3,8464
3218,2456,193,2,46868
3219,3867,83,4,23640
3220,1582,123,1,44973
3221,3458,146,4,19865
3222,1508,19,5,25110
3223,1902,126,4,5942
3224,833,49,4,47840
3225,3603,159,1,4570
3226,3603,197,2,14026
3227,2952,162,3,1347
3228,4701,185,4,27029
3229,4167,103,5,35913
3230,2841,16,5,32874
3231,1292,148,2,9790
3232,2216,175,1,29598
3233,1329,157,2,6347
3234,3233,139,2,30435
3235,1923,150,1,20032
3236,3037,75,5,47767
3237,4419,150,4,20032
3238,730,86,1,29608
3239,3587,106,1,47164
3240,4406,91,1,13372
3241,2976,17,5,45975
3242,1126,48,3,19677
3243,3704,35,4,44784
3244,3640,41,1,46025
3245,1628,79,1,223
3246,4886,177,2,10206
3247,307,197,5,14026
3248,1452,72,2,49906
3249,2332,41,5,46025
3250,3047,151,2,10566
3251,3716,109,2,43810
3252,1182,112,3,28351
3253,4971,5,4,17897
3254,2643,150,2,20032
3255,369,38,1,49840
3256,1139,92,4,6310
3257,304,83,4,23640
3258,2662,177,2,10206
3259,1672,192,2,16038
3260,2279,37,3,26800
3261,4451,77,4,41568
3262,2010,19,3,25110
3263,3645,75,5,47767
3264,1092,23,3,3737
3265,730,43,1,40356
3266,1493,87,4,35506
3267,4791,54,5,27912
3268,267,187,1,27280
3269,1808,128,5,42359
3270,2539,16,1,32874
3271,3620,92,5,6310
3272,4558,22,1,2765
3273,3093,161,5,9221
3274,4532,7,1,31920
3275,4788,101,5,12724
3276,27,183,5,47927
3277,617,182,3,13435
3278,4950,163,4,38101
3279,3361,30,5,40401
3280,3517,101,5,12724
3281,2126,17,3,45975
3282,2754,94,3,47507
3283,986,90,2,9165
3284,2649,62,3,11477
3285,703,171,2,6316
3286,3099,11,2,24343
3287,2264,120,4,47115
3288,3132,13,4,26139
3289,3094,172,4,39428
3290,56,188,4,30022
3291,2445,190,1,33404
3292,4168,95,2,41516
3293,4231,158,1,44236
3294,1535,166,5,43899
3295,4863,70,1,26772
3296,776,18,4,28350
3297,714,165,5,38343
3298,3143,100,3,32532
3299,731,172,4,39428
3300,2364,67,1,36657
3301,4674,15,3,34947
3302,4468,57,4,31572
3303,4193,142,1,22190
3304,4429,156,3,25003
3305,4509,86,2,29608
3306,3453,141,5,46532
3307,3574,44,5,40935
3308,3737,92,2,6310
3309,4910,66,1,48044
3310,2681,178,4,47568
3311,1315,121,5,22780
3312,3251,11,2,24343
3313,4467,112,4,28351
3314,4926,29,5,45303
3315,3697,197,2,14026
3316,3146,29,3,45303
3317,1470,125,1,32655
3318,1030,55,4,7553
3319,4763,120,3,47115
3320,3234,144,1,17561
3321,1854,63,2,24967
3322,4341,143,2,35742
3323,3390,172,5,39428
3324,4524,118,4,48237
3325,344,62,4,11477
3326,4524,24,1,9686
3327,3115,56,3,28306
3328,2249,70,3,26772
3329,849,29,2,45303
3330,3141,160,4,21740
3331,3940,7,1,31920
3332,1331,195,5,7021
3333,2373,168,3,45051
3334,2287,20,5,39766
3335,1225,172,5,39428
3336,1205,127,4,43187
3337,3323,84,4,30502
3338,4442,188,2,30022
3339,2697,21,3,12513
3340,216,111,4,20070
3341,119,137,1,8464
3342,1612,118,2,48237
3343,2217,74,2,31216
3344,4971,198,5,28671
3345,1302,38,3,49840
3346,4453,18,1,28350
3347,2747,100,3,32532
3348,2169,195,2,7021
3349,4065,52,4,30116
3350,1136,170,5,6241
3351,4211,32,3,19540
3352,3181,96,5,47696
3353,2495,138,2,16853
3354,1096,138,5,16853
3355,3795,31,5,44956
3356,522,168,3,45051
3357,149,194,2,3688
3358,3950,67,5,36657
3359,420,116,4,44827
3360,3062,185,1,27029
3361,3165,9,4,30944
3362,3737,85,3,36648
3363,2274,17,1,45975
3364,860,37,3,26800
3365,2631,88,1,46597
3366,3153,30,3,40401
3367,2063,149,3,30353
3368,4407,152,1,39621
3369,2516,194,4,3688
3370,3545,64,5,3472
3371,3719,184,2,44788
3372,281,92,3,6310
3373,4525,44,1,40935
3374,2646,125,5,32655
3375,93,44,5,40935
3376,2681,63,1,24967
3377,660,162,5,1347
3378,4179,114,4,8324
3379,579,33,1,17438
3380,4316,121,1,22780
3381,893,68,4,48557
3382,1742,60,2,8409
3383,267,19,5,25110
3384,1354,144,2,17561
3385,1185,92,5,6310
3386,2854,42,3,21688
3387,266,14,5,46798
3388,3166,175,1,29598
3389,3869,178,2,47568
3390,4094,47,2,5913
3391,4666,184,4,44788
3392,3743,131,5,13116
3393,3891,110,3,31211
3394,638,181,2,49961
3395,4895,173,2,34022
3396,687,68,4,48557
3397,3334,54,2,27912
3398,370,88,2,46597
3399,3839,135,1,45042
3400,2946,87,4,35506
3401,486,95,3,41516
3402,847,35,3,44784
3403,2355,78,3,18763
3404,4474,41,5,46025
3405,4036,54,5,27912
3406,585,51,2,20585
3407,443,27,5,29914
3408,1003,156,1,25003
3409,3268,6,2,48977
3410,764,77,2,41568
3411,4842,46,2,41739
3412,2219,87,2,35506
3413,1872,90,1,9165
3414,505,111,4,20070
3415,2249,61,1,24073
3416,3469,200,4,38685
3417,3652,81,1,2528
3418,1308,127,2,43187
3419,2185,36,5,30561
3420,4593,100,2,32532
3421,2886,184,3,44788
3422,282,68,1,48557
3423,818,194,3,3688
3424,3845,53,1,6061
3425,2827,41,5,46025
3426,4168,65,3,6953
3427,2263,4,4,34739
3428,3662,166,3,43899
3429,4386,121,5,22780
3430,726,180,1,19373
3431,2631,197,3,14026
3432,2000,146,1,19865
3433,2060,12,1,12106
3434,4455,110,1,31211
3435,2745,142,1,22190
3436,2008,96,1,47696
3437,4893,74,5,31216
3438,498,100,3,32532
3439,233,103,4,35913
3440,1941,21,4,12513
3441,275,59,1,42458
3442,2795,193,5,46868
3443,2752,89,2,13038
3444,778,73,3,47240
3445,4927,174,4,25034
3446,3215,58,4,32656
3447,1621,185,4,27029
3448,4684,199,2,23795
3449,844,9,4,30944
3450,4031,105,5,34559
3451,4584,110,2,31211
3452,3996,24,1,9686
3453,2297,141,1,46532
3454,2661,164,4,38160
3455,2514,17,3,45975
3456,1263,181,4,49961
3457,211,76,5,13445
3458,1339,121,3,22780
3459,110,200,5,38685
3460,4463,172,2,39428
3461,1599,95,5,41516
3462,994,163,3,38101
3463,1676,48,4,19677
3464,1545,126,3,5942
3465,3929,163,3,38101
3466,4011,116,3,44827
3467,2392,99,5,37869
3468,1650,149,1,30353
3469,4011,106,1,47164
3470,1086,72,1,49906
3471,2602,45,5,38036
3472,982,173,5,34022
3473,2933,175,5,29598
3474,2090,86,1,29608
3475,1526,151,3,10566
3476,2659,20,3,39766
3477,4062,68,2,48557
3478,2209,68,1,48557
3479,3786,79,5,223
3480,3188,67,4,36657
3481,1956,180,2,19373
3482,3609,140,4,37428
